SP2	11.628144	18.211886	0.000000	0.000000
PABPN1	8.840171	13.593031	0.000000	0.000000
EIF2AK3	8.391279	12.849349	0.000000	0.000000
ANKHD1	8.104798	12.374733	0.000000	0.000000
OSBP	8.098898	12.364959	0.000000	0.000000
HNRNPC	7.945927	12.111531	0.000000	0.000000
ZSWIM3	7.604580	11.546018	0.000000	0.000000
RNF5	7.551096	11.457410	0.000000	0.000000
KMT5C	7.514017	11.395981	0.000000	0.000000
R3HDM1	7.505648	11.382117	0.000000	0.000000
XPO1	7.373558	11.163282	0.000000	0.000000
RAB5B	7.279659	11.007719	0.000000	0.000000
ZRANB3	7.191033	10.860891	0.000000	0.000000
ACOT8	7.014052	10.567687	0.000000	0.000000
DNM2	6.907969	10.391937	0.000000	0.000000
DCAF7	6.907531	10.391213	0.000000	0.000000
ANKHD1-EIF4EBP3	6.899501	10.377908	0.000000	0.000000
GTPBP1	6.801900	10.216213	0.000000	0.000000
AC013717.1	6.557388	9.811127	0.000000	0.000000
EVI5L	6.440651	9.617729	0.000000	0.000000
SLC25A42	6.423368	9.589096	0.000000	0.000000
MSANTD4	6.328295	9.431588	0.000000	0.000000
MAP3K3	6.305027	9.393039	0.000000	0.000000
ZSWIM1	6.277826	9.347975	0.000000	0.000000
BCAS3	6.273739	9.341204	0.000000	0.000000
AGPAT1	6.259337	9.317345	0.000000	0.000000
NGDN	6.238502	9.282827	0.000000	0.000000
SP1	6.232633	9.273104	0.000000	0.000000
PPM1B	6.112003	9.073254	0.000000	0.000000
GATAD2A	6.027361	8.933027	0.000000	0.000000
NFATC2IP	5.974511	8.845471	0.000000	0.000000
HBP1	5.877216	8.684282	0.000000	0.000000
FLAD1	5.827449	8.601832	0.000000	0.000000
ATG9A	5.799569	8.555643	0.000000	0.000000
KHSRP	5.799502	8.555532	0.000000	0.000000
ANKZF1	5.762245	8.493808	0.000000	0.000000
NLK	5.751603	8.476178	0.000000	0.000000
NRL	5.695554	8.383320	0.000000	0.000000
ABCA7	5.690915	8.375636	0.000000	0.000000
RBM39	5.686309	8.368005	0.000000	0.000000
WBP1	5.603271	8.230435	0.000000	0.000000
JUP	5.592771	8.213040	0.000000	0.000000
CNOT3	5.530755	8.110297	0.000000	0.000000
MYLPF	5.529773	8.108669	0.000000	0.000000
DCAF15	5.494345	8.049976	0.000000	0.000000
DNAJB5	5.487744	8.039040	0.000000	0.000000
COQ7	5.465303	8.001862	0.000000	0.000000
PSMB3	5.398604	7.891361	0.000000	0.000000
ORMDL1	5.386637	7.871537	0.000000	0.000000
TMEM60	5.375801	7.853584	0.000000	0.000000
ATP5F1B	5.371623	7.846661	0.000000	0.000000
NFE2L1	5.337429	7.790012	0.000000	0.000000
UGP2	5.331446	7.780101	0.000000	0.000000
ORC2	5.291804	7.714425	0.000000	0.000000
BCL2L1	5.290213	7.711789	0.000000	0.000000
NUMB	5.254748	7.653035	0.000000	0.000000
MAF1	5.193201	7.551069	0.000000	0.000000
CHD6	5.191854	7.548838	0.000000	0.000000
ZC3H6	5.189266	7.544550	0.000000	0.000000
CCDC61	5.155900	7.489272	0.000000	0.000000
PHTF2	5.141003	7.464591	0.000000	0.000000
DRC3	5.121234	7.431840	0.000000	0.000000
TARS2	5.091658	7.382841	0.000000	0.000000
YJU2	5.074283	7.354057	0.000000	0.000000
EIF4A1	5.067915	7.343507	0.000000	0.000000
RAB5C	4.978381	7.195174	0.000000	0.000000
PNN	4.977566	7.193825	0.000000	0.000000
GTPBP6	4.900592	7.066301	0.000000	0.000000
TUBB4B	4.861605	7.001711	0.000000	0.000000
OXLD1	4.857623	6.995114	0.000000	0.000000
TOP2A	4.856316	6.992949	0.000000	0.000000
ZNF564	4.849520	6.981690	0.000000	0.000000
MRTFA	4.846405	6.976530	0.000000	0.000000
NXT1	4.833947	6.955890	0.000000	0.000000
NIPAL3	4.813869	6.922628	0.000000	0.000000
AAMP	4.813172	6.921472	0.000000	0.000000
CYB5A	4.799088	6.898140	0.000000	0.000000
DDX19B	4.765620	6.842692	0.000000	0.000000
RBM27	4.747265	6.812284	0.000000	0.000000
AC091959.3	4.711702	6.753367	0.000000	0.000000
AC087721.2	4.703093	6.739104	0.000000	0.000000
